Proj,Ample,Anderberg,ArithmeticMean,Barinel,Dice,DStar,Euclid,Fagge,Fleiss,GeometricMean,Goodman,Gp13,Hamann,Hamming,HarmonicMean,Jaccard,Kulczynski1,Kulczynski2,M1,M2,McCon,Minus,Muse,Naish1,Naish2,Ochiai,Ochiai2,Overlap,Qe,RogersTanimoto,Rogot1,Rogot2,RussellRao,Scott,SimpleMatching,Sokal,SorensenDice,Tarantula,Wong1,Wong2,Wong3,Zoltar,null,
Math_51, 23,23,23,23,23,23,7548,23,2686,23,-,23,7548,7548,23,23,23,23,7548,23,23,23,23,7542,23,23,23,23,23,7548,23,23,23,2515,7548,7548,23,23,23,-,-,23,23,
Math_52, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Math_53, 1,1,1,1,1,1,13769,1,3104,1,-,1,13769,13769,1,1,1,1,13769,1,1,1,1,-,1,1,1,1,1,13769,1,1,1,2818,13769,13769,1,1,1,-,-,1,1,
Math_54, 113,113,113,113,113,113,12330,113,2710,113,-,113,12330,12330,113,113,113,113,12330,113,113,113,113,12225,113,113,113,113,113,12330,113,113,113,2697,12330,12330,113,113,113,-,-,113,113,
Math_55, 1,1,1,1,1,1,3987,1,3017,1,-,1,3987,3987,1,1,1,1,3987,1,1,1,1,-,1,1,1,1,1,3987,1,1,1,1705,3987,3987,1,1,1,-,-,1,1,
Math_56, 2,2,2,2,2,2,2,2,3022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3078,2,2,2,2,2,2,2,2,2,885,2,2,2,2,2,2,2,2,2,
Math_57, 1,1,1,1,1,1,1,1,3037,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1315,1,1,1,1,1,-,-,1,1,
Math_58, 6,6,6,6,6,6,7477,6,3068,6,-,6,7477,7477,6,6,6,6,7477,6,6,6,6,-,6,6,6,6,6,7477,6,6,6,1995,7477,7477,6,6,6,-,-,6,6,
Math_59, 1,1,1,1,1,1,1,1,3170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,917,1,1,1,1,1,1,1,1,1,
Math_60, 21,21,21,21,21,21,9102,21,3055,21,-,21,9102,9102,21,21,21,21,9102,21,21,21,21,-,21,21,21,21,21,9102,21,21,21,2119,9102,9102,21,21,21,-,-,21,21,
Math_61, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Math_62, 3,3,3,3,3,3,3,3,3359,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-,3,3,3,3,3,3,3,3,3,1062,3,3,3,3,3,-,-,3,3,
Math_63, 8,8,8,8,8,8,8,8,2987,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-,8,8,8,8,8,8,8,8,8,911,8,8,8,8,8,8,8,8,8,
Math_64, 1,1,1,1,1,1,1707,1,859,1,-,1,1707,1707,1,1,1,1,1707,1,1,1,1,1707,1,1,1,1,1,1707,1,1,1,858,1707,1707,1,1,1,-,-,1,1,
Math_65, 8,8,8,8,8,8,8,8,1188,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-,8,8,8,8,8,8,8,8,8,624,8,8,8,8,8,8,8,8,8,
Math_66, 1,36,36,63,36,36,63,1,1529,36,36,1,63,63,36,36,36,36,63,1,36,1,1,2413,1,36,36,1,63,63,36,36,1,756,63,63,36,63,1,-,36,36,36,
Math_67, 22,22,22,22,22,22,22,22,2551,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-,22,22,22,22,22,22,22,22,22,594,22,22,22,22,22,22,22,22,22,
Math_68, 3,3,3,3,3,3,1784,3,925,3,-,3,1784,1784,3,3,3,3,1784,3,3,3,3,1784,3,3,3,3,3,1784,3,3,3,862,1784,1784,3,3,3,-,-,3,3,
Math_69, 1,1,1,1,1,1,5205,1,2020,1,-,1,5205,5205,1,1,1,1,5205,1,1,1,1,-,1,1,1,1,1,5205,1,1,1,834,5205,5205,1,1,1,-,-,1,1,
Math_70, 1,1,1,1,1,1,1,1,2342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,505,1,1,1,1,1,1,1,1,1,
Math_71, 196,1,1,1,1,1,1,196,618,1,1,196,1,1,1,1,1,1,1,196,1,196,196,6850,196,1,1,1,1,1,1,1,196,576,1,1,1,1,196,1,1,1,1,
Math_72, 3,3,3,3,3,3,3,3,2316,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2944,3,3,3,3,3,3,3,3,3,511,3,3,3,3,3,3,3,3,3,
Math_73, 1,1,1,1,1,1,1,1,2317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2964,1,1,1,1,1,1,1,1,1,509,1,1,1,1,1,1,1,1,1,
Math_74, 345,345,345,345,345,345,6942,345,666,345,-,345,6942,6942,345,345,345,345,6942,345,345,345,345,6814,345,345,345,345,345,6942,345,345,345,685,6942,6942,345,345,345,-,-,345,345,
Math_75, 2,2,2,2,2,2,2,2,2378,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,2,2,2,2,2,2,2,2,2,509,2,2,2,2,2,2,2,2,2,
Math_76, 7,7,7,7,7,7,4465,7,2006,7,-,7,4465,4465,7,7,7,7,4465,7,7,7,7,4462,7,7,7,7,7,4465,7,7,7,825,4465,4465,7,7,7,-,-,7,7,
Math_77, 1,1,1,1,1,1,1,1,2171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,642,1,1,1,1,1,1,1,1,1,
Math_78, 21,21,21,21,21,21,14472,21,318,21,-,21,14472,14472,21,21,21,21,14472,21,21,21,21,14460,21,21,21,21,21,14472,21,21,21,318,14472,14472,21,21,21,-,-,21,21,
Math_79, 23,23,23,23,23,23,3617,23,2298,23,-,23,3617,3617,23,23,23,23,3617,23,23,23,23,-,23,23,23,23,23,3617,23,23,23,990,3617,3617,23,23,23,-,-,23,23,
Math_80, 11,11,11,11,11,11,11,11,2216,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-,11,11,11,11,11,11,11,11,11,516,11,11,11,11,11,11,11,11,11,
Math_81, 1,1,1,1,1,1,1,1,2054,1,-,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,808,1,1,1,1,1,-,-,1,1,
Math_82, 53,53,53,53,53,53,10548,53,2121,53,-,53,10548,10548,53,53,53,53,10548,53,53,53,53,-,53,53,53,53,53,10548,53,53,53,1813,10548,10548,53,53,53,-,-,53,53,
Math_83, 1,1,1,1,1,1,3553,1,2034,1,-,1,3553,3553,1,1,1,1,3553,1,1,1,1,-,1,1,1,1,1,3553,1,1,1,957,3553,3553,1,1,1,-,-,1,1,
Math_84, 13,13,13,13,13,13,13,13,1874,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-,13,13,13,13,13,13,13,13,13,664,13,13,13,13,13,-,-,13,13,
Math_85, 1,1,1,1,1,1,1,1,1873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2807,1,1,1,1,1,1,1,1,1,491,1,1,1,1,1,1,1,1,1,
Math_86, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Math_87, 99,99,99,99,99,99,8393,99,2110,99,-,99,8393,8393,99,99,99,99,8393,99,99,99,99,8375,99,99,99,99,99,8393,99,99,99,1908,8393,8393,99,99,99,-,-,99,99,
Math_88, 1,1,1,1,1,1,1,1,2141,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,807,1,1,1,1,1,-,-,1,1,
Math_89, 1,1,1,1,1,1,1,1,1758,1,-,1,1,1,1,1,1,1,1,1,-,1,1,2207,1,1,1,1,1,1,1,1,1,761,1,1,1,1,1,-,-,1,1,
Math_90, 1,1,1,1,1,1,1,1,1499,1,-,1,1,1,1,1,1,1,1,1,-,1,1,2166,1,1,1,1,1,1,1,1,1,761,1,1,1,1,1,-,-,1,1,
Math_91, 1,1,1,1,1,1,1,1,1787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,567,1,1,1,1,1,1,1,1,1,
Math_92, 1,1,1,1,1,1,1,1,1385,1,-,1,1,1,1,1,1,1,1,1,-,1,1,1301,1,1,1,1,1,1,1,1,1,838,1,1,1,1,1,-,-,1,1,
Math_93, 1,1,1,1,1,1,1,1,1432,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1051,1,1,1,1,1,1,1,1,1,789,1,1,1,1,1,1,1,1,1,
Math_94, 1,1,1,1,1,1,5514,1,741,1,-,1,5514,5514,1,1,1,1,5514,1,-,1,1,-,1,1,1,1,1,5514,1,1,1,672,5514,5514,1,1,1,-,-,1,1,
Math_95, 2,2,2,2,2,2,2,2,1216,2,-,2,2,2,2,2,2,2,2,2,-,2,2,-,2,2,2,2,2,2,2,2,2,719,2,2,2,2,2,-,-,2,2,
Math_96, 6,6,6,6,6,6,1118,6,534,6,-,6,1118,1118,6,6,6,6,1118,6,-,6,6,1116,6,6,6,6,6,1118,6,6,6,513,1118,1118,6,6,6,-,-,6,6,
Math_97, 1,1,1,1,1,1,1209,1,440,1,-,1,1209,1209,1,1,1,1,1209,1,-,1,1,-,1,1,1,1,1,1209,1,1,1,402,1209,1209,1,1,1,-,-,1,1,
Math_98, 1,1,1,1,1,1,1,1,999,1,-,1,1,1,1,1,1,1,1,1,-,1,1,111,1,1,1,1,1,1,1,1,1,503,1,1,1,1,1,-,-,1,1,
Math_99, 1,1,1,1,1,1,1,1,581,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,565,1,1,1,1,1,1,1,1,1,
Math_100, 2,2,2,2,2,2,2,2,1115,2,-,2,2,2,2,2,2,2,2,2,-,2,2,790,2,2,2,2,2,2,2,2,2,447,2,2,2,2,2,-,-,2,2,
Math_101, 1,1,1,1,1,1,1442,1,654,1,-,1,1442,1442,1,1,1,1,1442,1,-,1,1,1442,1,1,1,1,1,1442,1,1,1,455,1442,1442,1,1,1,-,-,1,1,
Math_102, 16,19,19,23,19,19,5116,16,296,18,-,16,5116,5116,18,19,19,18,5116,16,-,16,16,-,16,17,23,14,23,5116,19,18,16,253,5116,5116,19,23,16,-,16,18,17,
Math_103, 7,7,7,7,7,7,3100,7,944,7,-,7,3100,3100,7,7,7,7,3100,7,-,7,7,-,7,7,7,7,7,3100,7,7,7,776,3100,3100,7,7,7,-,-,7,7,
Math_104, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Math_105, 1,1,1,1,1,1,2675,1,513,1,-,1,2675,2675,1,1,1,1,2675,1,1,1,1,-,1,1,1,1,1,2675,1,1,1,409,2675,2675,1,1,1,-,-,1,1,
Math_106, 5,5,5,5,5,5,5,5,542,5,-,5,5,5,5,5,5,5,5,5,5,5,5,551,5,5,5,5,5,5,5,5,5,249,5,5,5,5,5,-,-,5,5,
Closure_1, 4,4,4,8,4,4,1144,4,8815,4,4,4,1144,1144,4,4,4,4,1144,4,4,4,4,1132,4,4,4,206,8,1144,4,4,4,8695,1144,1144,4,8,4,-,4,4,4,
Closure_2, 8,8,8,8,8,8,6526,8,13058,8,-,8,6526,6526,8,8,8,8,6526,8,8,8,8,6524,8,8,8,8,8,6526,8,8,8,11868,6526,6526,8,8,8,-,-,8,8,
Closure_3, 28,28,28,28,28,28,8114,28,6809,28,-,28,8114,8114,28,28,28,28,8114,28,28,28,28,-,28,28,28,31,28,8114,28,28,28,6794,8114,8114,28,28,28,-,28,28,28,
Closure_4, 42,48,48,48,48,48,3227,42,5179,45,-,42,3227,3227,42,48,48,42,3227,42,42,42,42,3224,42,45,48,204,48,3227,48,42,42,5179,3227,3227,48,48,42,-,-,42,45,
Closure_5, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_6, 16,1,1,1,1,1,1,16,3126,1,1,16,1,1,1,1,1,1,1,16,1,16,16,1126,16,1,1,8,1,1,1,1,16,3126,1,1,1,1,16,1,1,1,1,
Closure_7, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_8, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_9, 1,1,1,1,1,1,1,1,12798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,7860,1,1,1,1,1,1,1,1,1,
Closure_10, 56,56,56,56,56,56,8829,56,12138,56,-,56,8829,8829,56,56,56,56,8829,56,56,56,56,-,56,56,56,56,56,8829,56,56,56,11350,8829,8829,56,56,56,-,-,56,56,
Closure_11, 367,477,457,477,477,477,5698,367,2838,419,-,367,5698,5698,369,477,477,367,5698,367,367,367,367,5694,367,419,477,419,477,5698,5707,369,367,2838,5698,5698,477,477,367,-,-,367,419,
Closure_12, 368,368,368,368,368,368,19136,368,6525,368,-,368,19136,19136,368,368,368,368,19136,368,368,368,368,-,368,368,368,368,368,19136,7261,368,368,6525,19136,19136,368,368,368,-,-,368,368,
Closure_13, 151,151,151,151,151,151,10514,151,4437,151,-,151,10514,10514,151,151,151,151,10514,151,151,151,151,-,151,151,151,151,151,10514,151,151,151,4437,10514,10514,151,151,151,-,-,151,151,
Closure_14, 1,3,3,3,3,3,7023,1,1727,2,-,1,7023,7023,2,3,3,2,7023,1,2,1,1,7003,1,2,3,87,3,7023,3,2,1,1727,7023,7023,3,3,1,-,2,2,2,
Closure_15, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_16, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_17, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_18, 1654,1495,1495,1495,1495,1495,196,1495,1182,1495,-,1495,196,196,1495,1495,1495,1495,196,1495,1495,1495,1495,196,1495,1495,1495,1495,1495,196,337,1495,1495,1182,196,196,1495,1495,1495,-,-,1495,1495,
Closure_19, 2,2,2,2,2,2,2,2,4411,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16540,2,2,2,2,2,2,2,2,2,4411,2,2,2,2,2,2,2,2,2,
Closure_20, 1,1,1,1,1,1,1,1,7650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,7650,1,1,1,1,1,1,1,1,1,
Closure_21, 2,2,2,2,2,2,2,2,4747,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6863,2,2,2,2,2,2,2,2,2,4747,2,2,2,2,2,-,-,2,2,
Closure_22, 2,2,2,2,2,2,2,2,4747,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1951,2,2,2,2,2,2,2,2,2,4747,2,2,2,2,2,2,2,2,2,
Closure_23, 1,1,1,1,1,1,1,1,12519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,148,1,1,1,1,1,1,1,1,1,7676,1,1,1,1,1,1,1,1,1,
Closure_24, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_25, 56,56,56,56,56,56,2330,56,4195,56,-,56,2330,2330,56,56,56,56,2330,56,56,56,56,2330,56,56,56,56,56,2330,56,56,56,4195,2330,2330,56,56,56,-,-,56,56,
Closure_26, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_27, 1065,5,5,5,5,5,5,8,11378,5,5,8,5,5,5,5,5,5,5,5,5,5,5,-,8,5,5,12,5,5,5,5,8,7789,5,5,5,5,8,5,5,5,5,
Closure_28, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_29, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_30, 4,25,25,30,25,25,874,4,6856,10,-,4,874,874,6,25,25,6,874,4,6,4,4,868,4,10,28,135,30,874,25,6,4,6828,874,874,25,30,4,-,6,6,10,
Closure_31, 1708,1026,1026,1026,1026,1026,170,1026,1157,1026,-,1026,170,170,1026,1026,1026,1026,170,1026,1026,1026,1026,161,1026,1026,1026,1026,1026,170,478,1026,1026,1157,170,170,1026,1026,1026,-,-,1026,1026,
Closure_32, 12,12,12,12,12,12,3305,12,5634,12,12,12,3305,3305,12,12,12,12,3305,12,12,12,12,10323,12,12,12,234,12,3305,12,12,12,5624,3305,3305,12,12,12,-,12,12,12,
Closure_33, 2,2,2,2,2,2,6194,2,5276,2,-,2,6194,6194,2,2,2,2,6194,2,2,2,2,-,2,2,2,2,2,6194,2,2,2,5276,6194,6194,2,2,2,-,-,2,2,
Closure_34, 971,3,3,3,3,3,706,3,1264,3,-,3,706,706,3,3,3,3,706,3,3,3,3,706,3,3,3,3,3,706,706,3,3,1264,706,706,3,3,3,-,-,3,3,
Closure_35, 1,1,1,1,1,1,6212,1,3605,1,-,1,6212,6212,1,1,1,1,6212,1,1,1,1,6212,1,1,1,1,1,6212,1,1,1,3605,6212,6212,1,1,1,-,-,1,1,
Closure_36, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_37, 1389,644,644,644,644,644,23746,644,1021,644,-,644,23746,23746,644,644,644,644,23746,644,644,644,644,-,644,644,644,644,644,23746,23745,644,644,1021,23746,23746,644,644,644,-,-,644,644,
Closure_38, 1,1,1,1,1,1,1278,1,3281,1,-,1,1278,1278,1,1,1,1,1278,1,1,1,1,1278,1,1,1,1,1,1278,1,1,1,3281,1278,1278,1,1,1,-,-,1,1,
Closure_39, 1,1,1,1,1,1,1,1,6339,1,-,1,1,1,1,1,1,1,1,1,1,1,1,17055,1,1,1,1,1,1,1,1,1,6325,1,1,1,1,1,-,-,1,1,
Closure_40, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_41, 287,4,4,4,4,4,1200,287,2299,53,-,287,1200,1200,287,4,4,287,1200,287,287,287,287,1200,287,53,4,57,4,1200,4,287,287,2299,1200,1200,4,4,287,-,-,287,53,
Closure_42, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_43, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_44, 936,128,128,128,128,128,20951,128,1503,128,-,128,20951,20951,128,128,128,128,20951,128,128,128,128,20924,128,128,128,128,128,20951,20951,128,128,1503,20951,20951,128,128,128,-,-,128,128,
Closure_45, 10,10,10,10,10,10,2302,10,6091,10,-,10,2302,2302,10,10,10,10,2302,10,10,10,10,2297,10,10,10,10,10,2302,10,10,10,6091,2302,2302,10,10,10,-,-,10,10,
Closure_46, 1,1,1,13,1,1,4364,1,10079,1,-,1,4364,4364,1,1,1,1,4364,1,1,1,1,7061,1,1,9,1,13,4364,1,1,1,7790,4364,4364,1,13,1,-,1,1,1,
Closure_47, 134,115,115,1,115,115,115,134,7421,115,115,134,115,115,115,115,115,115,115,134,115,134,134,-,134,115,115,301,1,115,115,115,134,6715,115,115,115,1,134,115,134,112,115,
Closure_48, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_49, 339,664,663,952,664,664,12576,77,3151,650,-,77,12576,12576,625,664,664,392,12576,323,392,297,339,12201,77,633,804,310,952,12576,750,625,77,3151,12576,12576,664,952,77,-,339,82,633,
Closure_50, 1,1,1,1,1,1,1,1,10327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1013,1,1,1,1,1,1,1,1,1,6991,1,1,1,1,1,1,1,1,1,
Closure_51, 599,25,25,25,25,25,1499,25,3116,25,-,25,1499,1499,25,25,25,25,1499,25,25,25,25,1499,25,25,25,25,25,1499,1500,25,25,3116,1499,1499,25,25,25,-,-,25,25,
Closure_52, 5,5,5,5,5,5,12563,5,9460,5,-,5,12563,12563,5,5,5,5,12563,5,5,5,5,15250,5,5,5,5,5,12563,5,5,5,9353,12563,12563,5,5,5,-,-,5,5,
Closure_53, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_54, 3735,3414,3236,3414,3414,3414,14540,1987,292,3259,-,1987,14540,14540,3272,3414,3414,1987,14540,2400,1987,2356,3272,14513,1987,3196,3414,3204,3414,14540,14735,3272,1987,292,14540,14540,3414,3414,1987,-,-,1987,3196,
Closure_55, 26,26,26,26,26,26,11649,26,11500,26,-,26,11649,11649,26,26,26,26,11649,26,26,26,26,-,26,26,26,26,26,11649,26,26,26,10638,11649,11649,26,26,26,-,-,26,26,
Closure_56, 1,6,6,6,6,6,2133,1,9236,6,-,1,2133,2133,6,6,6,6,2133,1,6,1,1,-,1,6,6,1,6,2133,6,6,1,8684,2133,2133,6,6,1,-,-,6,6,
Closure_57, 2,2,2,2,2,2,8648,2,11718,2,-,2,8648,8648,2,2,2,2,8648,2,2,2,2,-,2,2,2,2,2,8648,2,2,2,9999,8648,8648,2,2,2,-,-,2,2,
Closure_58, 1,1,1,1,1,1,1,1,6787,1,-,1,1,1,1,1,1,1,1,1,1,1,1,2990,1,1,1,1,1,1,1,1,1,6764,1,1,1,1,1,-,-,1,1,
Closure_59, 65,65,65,65,65,65,1365,65,606,65,-,65,1365,1365,65,65,65,65,1365,65,65,65,65,1365,65,65,65,65,65,1365,65,65,65,606,1365,1365,65,65,65,-,-,65,65,
Closure_60, 1,6,6,6,6,6,1874,1,5427,4,-,1,1874,1874,1,6,6,1,1874,1,1,1,1,1871,1,4,6,4,6,1874,6,1,1,5427,1874,1874,6,6,1,-,-,1,4,
Closure_61, 76,87,87,87,87,87,428,76,3713,82,-,76,428,428,76,87,87,76,428,76,76,76,76,426,76,79,87,112,87,428,89,76,76,3713,428,428,87,87,76,-,-,76,79,
Closure_62, 1,1,1,1,1,1,1,1,9490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4321,1,1,1,1,1,1,1,1,1,7240,1,1,1,1,1,-,-,1,1,
Closure_63, 1,1,1,1,1,1,1,1,9485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4322,1,1,1,1,1,1,1,1,1,7240,1,1,1,1,1,-,-,1,1,
Closure_64, 683,683,683,683,683,683,17950,683,1254,683,-,683,17950,17950,683,683,683,683,17950,683,683,683,683,-,683,683,683,683,683,17950,683,683,683,1254,17950,17950,683,683,683,-,-,683,683,
Closure_65, 1,1,1,1,1,1,1,1,3938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,546,1,1,1,1,1,1,1,1,1,3938,1,1,1,1,1,1,1,1,1,
Closure_66, 28,35,34,35,35,35,1000,28,2315,28,-,28,1000,1000,28,35,35,28,1000,28,28,28,28,1000,28,28,35,28,35,1000,64,28,28,2315,1000,1000,35,35,28,-,-,28,28,
Closure_67, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_68, 2,2,2,2,2,2,2,2,1346,2,2,2,2,2,2,2,2,2,2,2,2,2,2,615,2,2,2,2,2,2,2,2,2,1346,2,2,2,2,2,-,-,2,2,
Closure_69, 1,254,252,254,254,254,3318,1,3541,109,-,1,3318,3318,1,254,254,1,3318,1,1,1,1,3318,1,106,254,326,254,3318,3568,1,1,3541,3318,3318,254,254,1,-,-,1,106,
Closure_70, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_71, 1,2,2,2,2,2,2,1,8050,2,-,1,2,2,2,2,2,2,2,1,2,1,1,939,1,2,2,2,2,2,2,2,1,7406,2,2,2,2,1,-,-,2,2,
Closure_72, 165,165,165,165,165,165,18227,165,5705,165,-,165,18227,18227,165,165,165,165,18227,165,165,165,165,-,165,165,165,165,165,18227,165,165,165,5705,18227,18227,165,165,165,-,-,165,165,
Closure_73, 7,7,7,7,7,7,461,7,3945,7,-,7,461,461,7,7,7,7,461,7,7,7,7,461,7,7,7,7,7,461,7,7,7,3945,461,461,7,7,7,-,-,7,7,
Closure_74, 1,1,1,1,1,1,1,1,9365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,446,1,1,1,4,1,1,1,1,1,5882,1,1,1,1,1,1,1,1,1,
Closure_75, 1,1,1,1,1,1,1,1,10992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,979,1,1,1,1,1,1,1,1,1,5967,1,1,1,1,1,1,1,1,1,
Closure_76, 9,7,7,6,7,7,7,9,8914,8,7,9,7,7,8,7,7,8,7,9,8,9,9,5235,9,8,7,1,6,7,7,8,9,6208,7,7,7,6,9,7,7,12,8,
Closure_77, 7,7,7,7,7,7,431,7,3775,7,-,7,431,431,7,7,7,7,431,7,7,7,7,431,7,7,7,7,7,431,7,7,7,3775,431,431,7,7,7,-,-,7,7,
Closure_78, 1,1,1,1,1,1,1,1,10379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,625,1,1,1,1,1,1,1,1,1,5931,1,1,1,1,1,1,1,1,1,
Closure_79, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_80, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_81, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Closure_82, 381,1117,-,1117,1117,1117,7167,1117,-,-,-,1117,-,7167,-,1117,1117,1117,7167,1117,-,-,-,-,1117,1117,1117,1117,1117,7167,7167,7167,1117,-,7167,7167,1117,1117,1117,-,-,1117,1117,
Closure_83, -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
